Objects
100
,,Global Angle 111:111,,,,,,Global Angle 222:222,,,,,,Global Angle SIngleMarker:SIngleMarker,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm
904,0,3.21931,0.69466,-1.43722,-251.885,96.5727,738.359,-0.186526,0.239013,-1.82959,-271.711,82.4497,854.623,0.145183,1.56566,-0.364976,-209.256,59.4545,734.435
905,0,3.21141,0.69948,-1.45657,-252.981,97.2705,737.86,-0.190396,0.249861,-1.8287,-271.621,82.6021,854.268,0.149347,1.57755,-0.363204,-210.289,60.1676,733.38
906,0,3.21438,0.692888,-1.48079,-253.702,98.3793,737.408,-0.191547,0.26308,-1.82766,-271.564,82.6376,853.874,0.155814,1.58795,-0.358096,-211.246,61.1705,732.292
907,0,3.23072,0.710799,-1.48166,-254.639,99.4995,737.225,-0.193088,0.277413,-1.82636,-271.525,82.5301,853.327,0.162564,1.59162,-0.353325,-212.204,62.5753,731.144
908,0,3.2401,0.710195,-1.51613,-255.204,101.346,736.875,-0.187533,0.299644,-1.82553,-271.467,82.1544,852.859,0.179493,1.60292,-0.342375,-213.135,64.2704,729.834
909,0,3.26946,0.736873,-1.51205,-256.149,103.125,736.878,-0.179321,0.327704,-1.82366,-271.356,81.655,852.317,0.200568,1.61507,-0.329479,-214.13,66.3,728.442
910,0,3.31282,0.707985,-1.54384,-256.434,105.226,736.756,-0.171389,0.355169,-1.82269,-271.264,81.101,851.736,0.223881,1.62936,-0.315575,-215.28,68.4952,726.955
911,0,3.332,0.733296,-1.55933,-257.507,107.355,736.561,-0.165759,0.390554,-1.81976,-271.195,80.6471,850.993,0.24545,1.64515,-0.30151,-216.531,70.7903,725.411
912,0,3.34949,0.738347,-1.58604,-258.462,109.506,736.343,-0.162085,0.418351,-1.81626,-271.1,80.2888,850.307,0.263866,1.65909,-0.288219,-217.887,73.061,723.873
913,0,3.3165,0.881672,-1.64228,-259.743,110.182,736.17,-0.159358,0.444343,-1.81256,-271.036,80.0732,849.603,0.277233,1.67481,-0.274038,-219.283,75.2067,722.44
914,0,3.32669,0.889497,-1.66561,-260.966,111.962,735.883,-0.159233,0.466901,-1.80852,-271.008,79.9735,848.935,0.285758,1.68969,-0.26126,-220.664,77.1516,721.112
915,0,3.33569,0.895605,-1.69087,-262.301,113.636,735.598,-0.148584,0.485473,-1.80857,-270.983,80.0995,848.134,0.289757,1.70284,-0.246753,-222.072,78.9802,719.808
916,0,3.33049,0.912589,-1.71537,-263.554,115.171,735.328,-0.148467,0.504839,-1.80479,-271.019,80.1391,847.491,0.307593,1.71684,-0.243356,-223.559,80.8596,718.622
917,0,3.3311,0.927809,-1.73717,-264.556,116.718,735.108,-0.146122,0.522791,-1.80134,-271.063,80.1663,846.823,0.318305,1.72835,-0.233437,-224.784,82.6395,717.541
918,0,3.33941,0.931803,-1.75799,-265.469,118.386,734.951,-0.142487,0.540163,-1.79866,-271.132,80.1545,846.152,0.330416,1.73896,-0.224227,-225.802,84.4812,716.572
919,0,3.37866,0.906466,-1.73485,-266.563,120.939,735.227,-0.136566,0.558296,-1.79587,-271.247,80.0603,845.491,0.340032,1.73853,-0.21578,-226.75,86.3979,715.817
920,0,3.39873,0.918086,-1.73936,-267.015,122.618,735.343,-0.134455,0.582034,-1.79054,-271.414,79.835,844.89,0.354122,1.74564,-0.203954,-227.465,88.3304,715.049
921,0,3.41186,0.928082,-1.75359,-267.43,124.326,735.431,-0.122368,0.603183,-1.78618,-271.371,79.6723,844.335,0.368277,1.75291,-0.191509,-228.183,90.281,714.381
922,0,3.4249,0.937272,-1.76244,-267.964,125.995,735.617,-0.120505,0.620601,-1.78274,-271.46,79.4833,843.654,0.390425,1.76219,-0.182227,-228.791,92.0354,713.804
923,0,3.42799,0.960775,-1.78339,-268.685,127.681,735.886,-0.115286,0.640575,-1.77815,-271.443,79.3022,843.092,0.402712,1.77189,-0.170025,-229.688,94.057,713.135
924,0,3.4394,0.969894,-1.80522,-269.475,129.306,736.088,-0.111516,0.661531,-1.77246,-271.381,79.1393,842.52,0.413047,1.7824,-0.157008,-230.662,96.0528,712.495
925,0,3.44255,0.986378,-1.82732,-270.291,130.983,736.376,-0.107879,0.682385,-1.76695,-271.306,78.9887,841.944,0.423482,1.79286,-0.144556,-231.691,98.1154,711.868
926,0,3.44287,1.00942,-1.84649,-271.03,132.675,736.709,-0.103467,0.70311,-1.76058,-271.251,78.8404,841.357,0.434021,1.80337,-0.130436,-232.678,100.253,711.324
927,0,3.44985,1.02354,-1.86991,-271.756,134.465,737.122,-0.0978339,0.724939,-1.75425,-271.22,78.64,840.745,0.441241,1.81252,-0.122418,-233.585,102.401,710.733
928,0,3.46714,1.03702,-1.86265,-272.421,136.479,737.68,-0.0829674,0.748177,-1.7488,-271.166,78.3558,840.246,0.457893,1.81738,-0.103036,-234.276,104.911,710.385
929,0,3.4699,1.07359,-1.89346,-272.906,138.537,738.416,-0.0718378,0.771566,-1.74262,-271.172,78.0646,839.629,0.473768,1.82736,-0.0874024,-234.994,107.376,710.216
930,0,3.49498,1.07666,-1.90376,-273.129,140.327,739.064,-0.0691986,0.79714,-1.73393,-271.251,77.7653,838.899,0.491961,1.8373,-0.0728205,-235.743,109.917,710.092
931,0,3.51201,1.09816,-1.93916,-273.596,142.391,739.921,-0.0597455,0.820603,-1.72667,-271.264,77.4715,838.264,0.50988,1.84549,-0.054483,-236.464,112.489,709.974
932,0,3.49228,1.14087,-1.96847,-274.198,144.222,740.636,-0.0514411,0.844662,-1.71919,-271.279,77.223,837.64,0.527696,1.85373,-0.0387573,-237.341,114.944,709.855
933,0,3.48748,1.16856,-1.9839,-274.695,145.939,741.432,-0.0451123,0.86655,-1.71163,-271.283,77.065,837.076,0.541848,1.86406,-0.0246567,-238.306,117.257,709.771
934,0,3.48362,1.20743,-2.02187,-275.511,147.864,742.26,-0.0393343,0.887232,-1.7035,-271.298,76.999,836.498,0.560542,1.86996,-0.00675546,-239.268,119.634,709.643
935,0,3.49615,1.21614,-2.02968,-276.088,149.491,742.978,-0.0326495,0.906792,-1.69488,-271.306,76.9786,835.927,0.573045,1.8775,0.0086498,-240.063,121.941,709.62
936,0,3.49463,1.23711,-2.05137,-276.613,151.23,743.816,-0.0250289,0.926765,-1.6856,-271.336,76.9613,835.324,0.585005,1.88523,0.0241052,-240.759,124.347,709.695
937,0,3.48992,1.29987,-2.09076,-277.242,153.451,744.947,-0.0156112,0.94838,-1.67584,-271.389,76.8723,834.637,0.598823,1.89267,0.0434569,-241.324,127.017,709.871
938,0,3.50894,1.3125,-2.1026,-277.3,155.296,746.021,-0.00224169,0.973737,-1.66614,-271.478,76.7089,833.851,0.620339,1.90029,0.0783442,-241.859,130.11,710.371
939,0,3.55065,1.28779,-2.09295,-277.414,157.47,747.252,0.0125618,1.00832,-1.65337,-271.681,76.5783,832.932,0.64471,1.90454,0.100839,-242.388,133.194,710.867
940,0,3.53041,1.37938,-2.11542,-277.871,160.006,749.055,0.0266993,1.03797,-1.6421,-271.78,76.3183,832.048,0.668492,1.90905,0.124947,-242.921,136.418,711.558
941,0,3.54754,1.42805,-2.12804,-278.037,162.276,750.578,0.0417466,1.06644,-1.62987,-271.879,76.0799,831.174,0.691625,1.91361,0.151036,-243.524,139.642,712.345
942,0,3.54417,1.47099,-2.15209,-278.395,164.355,752.269,0.0721764,1.09075,-1.62964,-272.033,76.1155,830.231,0.714437,1.91542,0.172109,-244.097,142.712,713.152
943,0,3.54104,1.51259,-2.16858,-278.825,166.317,753.953,0.087026,1.11563,-1.61539,-272.064,76.0602,829.474,0.73376,1.91909,0.193727,-244.618,145.711,714.128
944,0,3.5422,1.5493,-2.1749,-279.197,168.115,755.472,0.093929,1.13886,-1.59529,-272.02,76.0383,828.815,0.748792,1.92453,0.224277,-245.104,148.746,715.211
945,0,3.52802,1.56687,-2.20428,-279.519,169.759,756.66,0.107144,1.16649,-1.57676,-272.055,76.2473,828.112,0.76267,1.92553,0.252103,-245.424,151.728,716.362
946,0,3.48764,1.51527,-2.28383,-280.919,170.583,757.653,0.118655,1.18006,-1.56242,-272.095,76.4535,827.4,0.775845,1.92688,0.277459,-245.706,154.605,717.562
947,0,3.50501,1.57579,-2.29145,-280.837,172.985,759.662,0.14185,1.199,-1.55346,-272.22,76.7938,826.804,0.789366,1.92722,0.305817,-245.914,157.422,718.916
948,0,3.50026,1.61674,-2.29842,-281.086,174.661,761.429,0.156115,1.21716,-1.53916,-272.259,77.0296,826.303,0.802996,1.92795,0.330934,-246.066,160.14,720.275
949,0,3.48746,1.65639,-2.3133,-281.279,176.327,763.101,0.170146,1.23395,-1.52466,-272.29,77.3183,825.871,0.815372,1.92463,0.351021,-246.23,162.775,721.709
950,0,3.47885,1.69625,-2.32229,-281.565,177.828,764.827,0.183974,1.24799,-1.50872,-272.253,77.6874,825.474,0.825553,1.92258,0.374393,-246.251,165.411,723.21
951,0,3.49237,1.77371,-2.2867,-281.341,179.64,766.806,0.197106,1.26084,-1.49123,-272.167,78.1195,825.119,0.831066,1.91878,0.401794,-246.139,168.053,724.808
952,0,3.48028,1.89592,-2.20662,-280.864,181.534,768.811,0.208902,1.27156,-1.47279,-272.042,78.6246,824.812,0.838817,1.91899,0.421025,-245.474,171.154,726.656
953,0,3.47537,1.9091,-2.21425,-281.47,182.731,770.15,0.221971,1.28001,-1.45375,-271.876,79.177,824.572,0.838144,1.91305,0.450819,-245.303,173.767,728.432
954,0,3.43333,1.96649,-2.19809,-281.891,184.027,771.696,0.233225,1.28653,-1.43354,-271.685,79.8177,824.423,0.83524,1.90549,0.478368,-245.125,176.346,730.218
955,0,3.45474,1.99753,-2.23298,-282.645,185.86,773.366,0.24329,1.2902,-1.41258,-271.451,80.564,824.332,0.830663,1.89861,0.505852,-244.936,178.889,732.042
956,0,3.44086,2.03569,-2.22632,-283.078,187.351,774.991,0.254012,1.2929,-1.3919,-271.216,81.3465,824.278,0.823204,1.89062,0.53578,-244.817,181.423,733.856
957,0,3.41615,2.09979,-2.21818,-283.587,188.926,776.651,0.265827,1.30298,-1.36875,-271.085,82.2659,824.244,0.819841,1.88087,0.563566,-244.734,183.99,735.7
958,0,3.36704,2.22318,-2.13672,-283.436,190.576,778.24,0.2763,1.30853,-1.34912,-270.925,83.1006,824.194,0.819546,1.87248,0.589681,-244.606,186.511,737.638
959,0,3.28046,2.30529,-2.04879,-283.502,191.737,779.891,0.288395,1.31453,-1.33237,-270.817,83.9034,824.185,0.823487,1.86516,0.613558,-244.571,189.019,739.48
960,0,3.27322,2.34305,-2.03645,-283.605,193.271,781.612,0.301444,1.32024,-1.31654,-270.744,84.6909,824.213,0.827883,1.85804,0.634176,-244.39,191.299,741.485
961,0,3.26623,2.38399,-2.01723,-283.776,194.763,783.389,0.314919,1.32593,-1.30133,-270.692,85.5119,824.297,0.830098,1.85152,0.655212,-244.186,193.472,743.544
962,0,3.24212,2.43347,-1.97412,-283.845,196.323,785.284,0.327291,1.32985,-1.28625,-270.637,86.3014,824.466,0.834845,1.84309,0.673108,-243.728,195.707,745.677
963,0,3.22811,2.4697,-1.95446,-284.136,197.69,787.01,0.338862,1.3326,-1.27088,-270.526,87.1064,824.693,0.833436,1.8365,0.693954,-243.793,197.611,747.69
964,0,3.24502,2.48482,-1.91555,-284.655,199.181,788.906,0.349242,1.33306,-1.25478,-270.352,87.953,824.99,0.832566,1.83357,0.712943,-243.782,199.63,749.77
965,0,3.18726,2.56069,-1.87519,-285.537,200.511,790.939,0.358417,1.33341,-1.23669,-270.148,88.8288,825.287,0.827245,1.82523,0.734653,-243.874,201.67,751.802
966,0,3.01192,2.70229,-1.95341,-285.225,200.362,791.714,0.36712,1.33584,-1.21806,-269.984,89.7018,825.562,0.832474,1.81743,0.752184,-243.438,204.114,754.339
967,0,2.94429,2.77174,-1.94713,-285.757,201.513,793.284,0.376029,1.33,-1.20628,-269.752,90.4301,825.803,0.82838,1.8094,0.773536,-243.62,206.145,756.444
968,0,2.90599,2.81507,-1.93069,-286.25,202.737,794.897,0.385703,1.33175,-1.18955,-269.664,91.3187,826.022,0.827217,1.80249,0.793211,-243.713,208.17,758.519
969,0,2.86747,2.86648,-1.90841,-286.611,203.965,796.498,0.395891,1.3319,-1.17252,-269.601,92.2228,826.215,0.824187,1.79793,0.817139,-243.54,210.153,760.644
970,0,2.87962,2.8923,-1.85796,-286.872,205.37,798.074,0.409093,1.33139,-1.15564,-269.561,93.1557,826.39,0.822358,1.78771,0.837455,-243.337,212.112,762.825
971,0,2.83541,2.94215,-1.82298,-287.146,206.571,799.616,0.421817,1.32882,-1.13812,-269.53,94.1033,826.644,0.820525,1.77411,0.858152,-242.963,214.083,765.125
972,0,2.81502,2.97636,-1.78471,-287.262,207.815,801.141,0.43544,1.32172,-1.12235,-269.406,95.0272,826.904,0.817463,1.75893,0.878575,-242.562,215.928,767.476
973,0,2.83556,2.99322,-1.71787,-287.653,209.395,802.97,0.44899,1.31877,-1.1045,-269.364,95.9068,827.216,0.814381,1.74408,0.897248,-242.2,217.735,769.85
974,0,2.79047,3.05372,-1.68642,-287.762,210.382,804.535,0.462883,1.31615,-1.08645,-269.34,96.7706,827.523,0.813121,1.73119,0.917967,-241.916,219.504,772.369
975,0,2.74489,3.13023,-1.64166,-288.003,211.286,806.491,0.476941,1.31539,-1.06795,-269.335,97.5901,827.794,0.812041,1.71484,0.940938,-241.705,221.284,775.035
976,0,2.7129,3.1827,-1.61172,-288.23,212.435,808.478,0.490978,1.31707,-1.05014,-269.34,98.3846,828.011,0.812477,1.6987,0.962374,-241.516,223.061,777.77
977,0,2.6801,3.22844,-1.57531,-288.456,213.522,810.481,0.504176,1.3184,-1.0334,-269.344,99.1377,828.232,0.814865,1.68431,0.984489,-241.304,224.778,780.528
978,0,2.64569,3.2709,-1.54036,-288.556,214.593,812.402,0.518532,1.31891,-1.0177,-269.351,99.9057,828.501,0.817038,1.66791,1.00416,-241.039,226.374,783.218
979,0,2.62675,3.30324,-1.49362,-288.512,215.646,814.191,0.532569,1.31488,-1.0031,-269.395,100.692,828.912,0.817336,1.6518,1.02118,-240.565,227.822,785.925
980,0,2.6161,3.33055,-1.43368,-288.461,216.772,815.931,0.547862,1.30603,-0.99058,-269.481,101.452,829.482,0.814869,1.62955,1.03477,-239.726,229.172,788.581
981,0,2.5791,3.37901,-1.38601,-288.175,217.992,817.473,0.562679,1.29363,-0.979935,-269.608,102.195,830.174,0.810137,1.60498,1.0494,-238.655,230.312,791.285
982,0,2.55961,3.39751,-1.32471,-287.508,218.865,818.818,0.57976,1.27873,-0.972233,-269.776,102.909,830.936,0.805942,1.57766,1.05898,-237.319,231.239,793.916
983,0,2.56081,3.40242,-1.27197,-286.618,219.746,820.178,0.597965,1.26314,-0.966317,-269.93,103.551,831.758,0.802749,1.55345,1.06743,-235.819,231.965,796.415
984,0,2.56794,3.40732,-1.20797,-285.716,220.533,821.459,0.616566,1.24593,-0.961376,-270.116,104.14,832.662,0.799049,1.53088,1.07162,-234.305,232.542,798.817
985,0,2.56605,3.41095,-1.15046,-284.877,221.258,822.625,0.634092,1.2276,-0.95642,-270.265,104.679,833.647,0.793602,1.50617,1.07166,-232.835,233.011,801.141
986,0,2.52593,3.42881,-1.09862,-284.179,221.924,823.775,0.650427,1.20841,-0.950939,-270.398,105.154,834.641,0.78355,1.48342,1.07975,-231.445,233.381,803.488
987,0,2.52833,3.39294,-1.02009,-283.59,222.629,824.837,0.667578,1.19138,-0.945752,-270.56,105.541,835.58,0.777068,1.45803,1.08199,-230.094,233.704,805.824
988,0,2.51215,3.39736,-0.970386,-282.674,223.141,825.998,0.686343,1.17675,-0.940142,-270.72,105.852,836.412,0.773298,1.4361,1.08193,-228.548,233.977,808.187
989,0,2.51,3.4022,-0.91796,-281.608,223.656,827.258,0.70787,1.1633,-0.935011,-270.925,106.093,837.165,0.768807,1.39762,1.09738,-227.481,233.651,810.746
990,0,2.51602,3.39933,-0.851914,-280.132,224.04,828.552,0.73201,1.1484,-0.931386,-271.178,106.282,837.866,0.768664,1.36766,1.09927,-225.623,233.474,813.331
991,0,2.52601,3.39719,-0.786758,-278.355,224.362,829.764,0.757053,1.13066,-0.929597,-271.512,106.383,838.608,0.781905,1.32796,1.08185,-222.996,233.01,815.995
992,0,2.53774,3.39414,-0.716853,-276.328,224.56,830.906,0.783953,1.10903,-0.929761,-271.914,106.431,839.475,0.779226,1.29762,1.07725,-220.544,232.245,818.478
993,0,2.5671,3.37562,-0.647151,-274.095,224.619,831.829,0.795723,1.08153,-0.92966,-272.408,106.53,840.433,0.772401,1.26833,1.07185,-218.126,231.157,820.786
994,0,2.5914,3.36133,-0.5882,-271.723,224.275,832.45,0.814866,1.05766,-0.931775,-272.879,106.338,841.795,0.762377,1.24041,1.06232,-215.744,229.932,822.862
995,0,2.63456,3.32241,-0.512338,-269.755,224.118,832.866,0.830337,1.02224,-0.936364,-273.307,106.245,843.23,0.7487,1.21261,1.04857,-213.473,228.572,824.737
996,0,2.64618,3.27881,-0.467036,-267.85,223.797,832.899,0.84159,0.983495,-0.941797,-273.785,106.131,844.794,0.729249,1.18448,1.03167,-211.278,227.07,826.406
997,0,2.66413,3.22055,-0.413493,-265.889,223.333,832.702,0.854464,0.938716,-0.94831,-274.271,106.032,846.226,0.705899,1.15777,1.01676,-209.143,225.452,828.084
998,0,2.68702,3.16688,-0.340773,-263.795,222.771,832.71,0.864413,0.897214,-0.95599,-274.884,105.865,847.661,0.683809,1.12793,1.00342,-206.985,223.584,829.774
999,0,2.70135,3.10599,-0.291786,-261.626,222.214,832.894,0.877564,0.859577,-0.964567,-275.487,105.608,848.87,0.668887,1.09988,0.986304,-204.649,221.578,831.564
1000,0,2.72898,3.05452,-0.242741,-259.357,221.777,833.445,0.890234,0.830035,-0.968296,-276.234,105.407,849.948,0.665663,1.06161,0.963758,-202.273,219.335,833.617
1001,0,2.7513,3.00887,-0.204599,-256.941,221.003,834.125,0.90576,0.798716,-0.978292,-276.858,105,850.866,0.659391,1.03266,0.943455,-199.895,217.026,835.443
1002,0,2.78853,2.95949,-0.149704,-254.76,220.192,834.831,0.917722,0.769753,-0.988485,-277.382,104.525,851.736,0.651333,1.00727,0.925842,-197.733,214.741,837.173
1003,0,2.82306,2.90502,-0.100303,-252.96,219.295,835.401,0.925592,0.743907,-0.99695,-277.802,103.996,852.593,0.643976,0.982457,0.907907,-195.882,212.522,838.638
1004,0,2.84259,2.85867,-0.0604571,-251.423,218.326,835.756,0.924716,0.720598,-1.00288,-278.13,103.475,853.314,0.636171,0.962704,0.894351,-194.255,210.561,840.001
1005,0,2.84946,2.83445,-0.0331894,-249.949,217.32,835.939,0.928048,0.697537,-1.00793,-278.384,102.877,854.089,0.623164,0.947709,0.8822,-192.906,208.687,841.11
1006,0,2.73647,2.90536,-0.0381236,-248.317,215.69,835.489,0.93071,0.675673,-1.01276,-278.621,102.314,854.775,0.60914,0.923439,0.866309,-191.635,206.835,842.092
1007,0,2.7158,2.87871,-0.0345665,-247.077,214.659,835.209,0.932502,0.653548,-1.01818,-278.914,101.792,855.387,0.59157,0.900052,0.852324,-190.436,204.975,842.92
1008,0,2.73179,2.83381,-0.0168725,-244.283,211.857,833.978,0.933111,0.631411,-1.02497,-279.246,101.335,855.958,0.579459,0.878512,0.8325,-188.999,203.048,843.636
1009,0,2.74989,2.78992,0.00992517,-242.824,210.616,833.544,0.932998,0.608926,-1.03212,-279.638,100.918,856.496,0.565348,0.863678,0.817138,-187.545,201.023,844.132
1010,0,2.75044,2.76322,0.014689,-241.352,209.228,832.944,0.938524,0.587003,-1.03945,-279.972,100.465,857.087,0.55147,0.850116,0.802064,-186.004,198.973,844.494
1011,0,2.77928,2.73238,0.0278892,-240.523,208.367,832.416,0.93438,0.568694,-1.04476,-280.305,100.038,857.353,0.539486,0.834718,0.784928,-184.526,197.023,844.844
1012,0,2.75706,2.70707,0.0353765,-239.36,206.752,831.585,0.93255,0.556808,-1.04687,-280.495,99.5591,857.384,0.534759,0.813069,0.761498,-182.643,195.128,845.478
1013,0,2.73287,2.71819,0.0261017,-239.752,206.72,831.203,0.929549,0.549677,-1.04789,-280.555,99.0311,857.171,0.536462,0.785445,0.73482,-180.299,193.129,846.322
1014,0,2.71555,2.73696,0.0156358,-240.128,206.603,830.584,0.927136,0.555032,-1.04422,-280.574,98.6531,856.697,0.543672,0.749948,0.70682,-177.669,191.053,847.359
1015,0,2.70573,2.75187,0.0110254,-240.442,206.497,829.912,0.925061,0.557306,-1.04433,-280.497,98.1956,856.187,0.552046,0.71068,0.680877,-174.756,188.784,848.546
1016,0,2.69066,2.77034,0.0021932,-240.729,206.46,829.313,0.927224,0.559144,-1.04458,-280.424,97.7841,855.721,0.56375,0.672375,0.650897,-171.839,186.301,849.754
1017,0,2.69554,2.76949,0.00613076,-240.814,206.362,828.653,0.924616,0.557925,-1.04585,-280.429,97.4799,855.263,0.576016,0.636999,0.620024,-169.071,183.67,850.937
1018,0,2.69411,2.7683,0.00555501,-240.681,206.165,827.961,0.916055,0.55223,-1.04921,-280.469,97.2788,854.869,0.588392,0.605044,0.586,-166.73,180.868,852.093
1019,0,2.68632,2.76585,0.00272345,-240.349,205.765,827.055,0.90962,0.5402,-1.05445,-280.601,97.0798,854.805,0.597672,0.578974,0.553422,-164.792,178.276,852.969
1020,0,2.68831,2.74233,-0.00500064,-239.553,204.944,825.932,0.908796,0.525126,-1.06084,-280.774,96.8699,854.995,0.599681,0.567218,0.529948,-163.154,175.904,853.709
1021,0,2.69458,2.70365,-0.0124473,-238.524,203.917,824.799,0.901603,0.509704,-1.06753,-280.956,96.7193,855.236,0.60187,0.55075,0.503477,-162.116,173.904,854.058
1022,0,2.69759,2.6672,-0.0206084,-237.408,202.765,823.79,0.895956,0.494136,-1.07396,-281.148,96.547,855.524,0.599196,0.534773,0.481738,-161.288,172.113,854.33
1023,0,2.69782,2.63337,-0.0197106,-236.358,201.706,823.111,0.891823,0.481178,-1.08025,-281.342,96.3865,855.729,0.58674,0.510719,0.464207,-160.364,170.302,854.819
1024,0,2.71419,2.61008,-0.00786619,-235.657,201.074,822.771,0.886237,0.475977,-1.08684,-281.566,96.2401,855.901,0.585892,0.489868,0.444963,-159.234,168.493,855.77
1025,0,2.71985,2.60776,0.000510903,-235.232,200.705,822.608,0.886784,0.471305,-1.09077,-281.647,96.0703,855.804,0.582947,0.4582,0.428708,-158.141,166.519,856.986
1026,0,2.72091,2.61291,0.00775691,-235.041,200.622,822.634,0.888615,0.467536,-1.09296,-281.688,95.8543,855.677,0.587641,0.424241,0.40793,-157.042,164.327,858.633
1027,0,2.71505,2.62024,0.0140696,-234.858,200.542,822.735,0.891766,0.464579,-1.09366,-281.716,95.6062,855.571,0.597624,0.394347,0.3882,-155.927,162.043,860.572
1028,0,2.70535,2.62547,0.0162787,-234.587,200.379,822.96,0.895588,0.462175,-1.09442,-281.732,95.304,855.55,0.612332,0.36902,0.369294,-154.984,159.893,862.495
1029,0,2.70599,2.6208,0.0251883,-234.074,200.002,823.373,0.898219,0.458762,-1.09531,-281.76,94.9998,855.68,0.627523,0.345127,0.34895,-154.276,157.936,864.301
1030,0,2.7098,2.61687,0.0385932,-233.374,199.466,823.838,0.899954,0.452402,-1.0963,-281.842,94.7306,855.979,0.635935,0.326687,0.331731,-153.56,156.096,865.854
1031,0,2.72196,2.60476,0.0568897,-232.557,198.855,824.173,0.898483,0.442775,-1.09969,-281.988,94.6052,856.421,0.634162,0.301929,0.310587,-152.868,154.246,867.431
1032,0,2.74254,2.57884,0.0754423,-231.904,198.349,824.376,0.894737,0.43111,-1.10473,-282.193,94.5947,856.967,0.623043,0.288936,0.306361,-152.229,152.404,869.095
1033,0,2.74004,2.56288,0.0722693,-231.203,197.745,824.214,0.89313,0.419791,-1.10961,-282.399,94.6447,857.525,0.609642,0.264046,0.291603,-151.611,150.585,870.897
1034,0,2.72532,2.55358,0.0560208,-230.908,197.477,824.01,0.887984,0.410175,-1.11441,-282.549,94.6996,857.975,0.593628,0.232728,0.279256,-151.28,149.035,872.83
1035,0,2.70898,2.53436,0.0565599,-230.563,197.574,824.104,0.88413,0.403512,-1.11769,-282.645,94.7193,858.322,0.587383,0.203396,0.266677,-150.851,147.246,874.893
1036,0,0.801485,-0.207921,1.67318,-231.299,198.149,822.513,0.88318,0.398174,-1.11809,-282.715,94.6478,858.588,0.58626,0.167614,0.246339,-150.608,145.535,877.006
1037,0,0.805128,-0.216246,1.67378,-231.342,198.351,822.967,0.881473,0.393465,-1.1174,-282.768,94.5528,858.794,0.586713,0.145899,0.241759,-150.519,144.025,879.075
1038,0,0.799731,-0.212672,1.66637,-231.359,198.472,823.109,0.88071,0.388215,-1.11631,-282.846,94.453,859.004,0.59106,0.122515,0.233646,-150.453,142.617,881.12
1039,0,0.798943,-0.215784,1.67065,-231.207,198.3,823.17,0.87902,0.381442,-1.11584,-282.985,94.3752,859.278,0.594323,0.092825,0.213982,-150.393,141.24,883.047
1040,0,0.799759,-0.215161,1.64717,-230.922,197.821,822.876,0.873562,0.372719,-1.11731,-283.168,94.4152,859.624,0.590403,0.0761763,0.208424,-150.452,139.869,885.006
1041,0,0.791208,-0.211777,1.65453,-230.615,197.417,822.376,0.865795,0.361897,-1.1203,-283.402,94.6039,860.04,0.577143,0.0483681,0.194226,-150.524,138.602,886.773
1042,0,0.803164,-0.213883,1.6193,-230.196,196.687,821.481,0.855521,0.350504,-1.12577,-283.654,94.873,860.477,0.55318,0.0180119,0.181058,-150.474,137.189,888.528
1043,0,0.795116,-0.2056,1.64133,-229.992,196.476,820.617,0.845122,0.341447,-1.13205,-283.869,95.198,860.846,0.535059,-0.00808225,0.166297,-150.514,135.76,890.318
1044,0,0.789367,-0.206581,1.65128,-230.186,196.451,819.831,0.834708,0.336653,-1.13773,-283.984,95.4542,861.039,0.51824,-0.0357527,0.151485,-150.51,134.253,892.029
1045,0,0.790779,-0.19832,1.65907,-230.501,196.824,819.372,0.827295,0.335106,-1.14192,-284.014,95.6085,861.072,0.512881,-0.058452,0.136431,-150.658,132.819,893.606
1046,0,0.796276,-0.19266,1.6697,-231.003,197.529,819.078,0.821806,0.335645,-1.14493,-284.019,95.6935,861.002,0.504465,-0.0850973,0.123538,-150.832,131.12,895.087
1047,0,0.80983,-0.189942,1.67815,-231.445,198.225,818.837,0.816688,0.335945,-1.14974,-284.05,95.7811,860.877,0.503712,-0.120141,0.105291,-150.957,129.369,896.547
1048,0,0.818701,-0.186913,1.68426,-231.794,198.834,818.498,0.810435,0.335981,-1.15667,-284.123,95.8894,860.77,0.508151,-0.145816,0.0834329,-151.243,127.389,897.855
1049,0,0.827307,-0.18374,1.68457,-231.971,199.236,818.066,0.80397,0.334935,-1.16505,-284.214,96.0194,860.695,0.506956,-0.174285,0.0614252,-151.471,125.148,899.012
1050,0,0.828196,-0.176037,1.68316,-231.992,199.394,817.386,0.796024,0.333273,-1.17505,-284.29,96.1772,860.655,0.501193,-0.202086,0.0386409,-151.68,122.759,899.952
1051,0,0.832989,-0.165964,1.6788,-231.965,199.41,816.493,0.786285,0.332705,-1.18619,-284.324,96.3547,860.601,0.493731,-0.235929,0.010185,-151.814,120.325,900.698
1052,0,0.842416,-0.154273,1.67447,-231.922,199.326,815.439,0.77559,0.333638,-1.19909,-284.274,96.496,860.53,0.481326,-0.260002,-0.0129833,-151.917,117.944,901.172
1053,0,0.850379,-0.131192,1.68479,-231.729,199.085,814.247,0.765784,0.334912,-1.21085,-284.199,96.577,860.411,0.465646,-0.282365,-0.0360768,-152.018,115.73,901.415
