Objects
100
,,Global Angle 111:111,,,,,,Global Angle 222:222,,,,,,Global Angle SIngleMarker:SIngleMarker,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm
1470,0,-1.82899,-1.50462,1.1611,-275.89,172.64,730.456,-0.0760883,0.372482,-1.31081,-280.102,114.564,837.79,0.0103937,0.0291405,-0.010547,-146.962,147.295,808.732
1471,0,-1.79919,-1.51282,1.14355,-275.9,172.426,730.844,-0.0760688,0.373965,-1.31108,-280.097,114.483,837.711,0.00956449,0.0103634,-0.0129143,-147.038,147.086,809.745
1472,0,-1.79427,-1.51583,1.1421,-276.013,172.646,730.931,-0.0759661,0.375531,-1.31143,-280.08,114.382,837.652,0.00813173,-0.00439354,-0.0152936,-147.093,146.799,810.573
1473,0,-1.78867,-1.5195,1.13804,-276.107,172.939,731.047,-0.0754993,0.377474,-1.31194,-280.056,114.274,837.602,0.0083599,-0.0158654,-0.0171645,-147.134,146.505,811.253
1474,0,-1.78195,-1.52219,1.13474,-276.251,173.272,731.187,-0.0755988,0.378753,-1.31277,-280.043,114.157,837.559,0.00923245,-0.0256352,-0.0199921,-147.156,146.197,811.819
1475,0,-1.77095,-1.53798,1.13693,-276.259,173.511,731.232,-0.0750192,0.379863,-1.31408,-280.017,114.033,837.542,0.00860721,-0.0338795,-0.0215072,-147.157,145.9,812.362
1476,0,-1.77545,-1.52447,1.12263,-276.233,173.822,731.418,-0.0738021,0.378691,-1.31463,-280.029,113.932,837.519,0.00786919,-0.0396356,-0.0227216,-147.137,145.637,812.938
1477,0,-1.72585,-1.46624,1.10796,-276.437,173.764,730.951,-0.0718805,0.377758,-1.31582,-280.01,113.816,837.528,0.00672877,-0.045067,-0.0232436,-147.077,145.453,813.477
1478,0,-1.72613,-1.46907,1.1056,-276.084,173.758,731.016,-0.0689834,0.37557,-1.31653,-280.012,113.703,837.566,0.00560494,-0.0457914,-0.0222991,-147.001,145.333,813.944
1479,0,-1.73035,-1.47704,1.10258,-275.598,173.672,731.167,-0.06623,0.373346,-1.31723,-280.022,113.592,837.655,0.00596461,-0.0430121,-0.0211508,-146.874,145.256,814.337
1480,0,-1.75807,-1.52099,1.10997,-274.842,173.548,731.529,-0.0677607,0.371722,-1.31713,-280.061,113.509,837.728,0.00618514,-0.0385302,-0.0193519,-146.757,145.183,814.62
1481,0,-1.7476,-1.54751,1.10052,-274.237,173.421,731.482,-0.0630114,0.369715,-1.3189,-280.045,113.429,837.914,0.00733909,-0.0322103,-0.0173767,-146.635,145.066,814.833
1482,0,-1.74998,-1.54848,1.09869,-274.089,173.323,731.636,-0.0621388,0.368432,-1.31958,-280.061,113.366,838.061,0.00951013,-0.0270545,-0.0161042,-146.562,144.936,815.038
1483,0,-1.74781,-1.55277,1.10092,-274.023,173.312,731.759,-0.0611951,0.367972,-1.32006,-280.061,113.31,838.207,0.0105989,-0.0251063,-0.0159512,-146.507,144.816,815.206
1484,0,-1.74919,-1.55073,1.09393,-273.965,173.41,731.997,-0.0601697,0.367147,-1.32005,-280.087,113.252,838.327,0.0110461,-0.0188483,-0.0138666,-146.45,144.736,815.39
1485,0,-1.74497,-1.55537,1.09737,-273.93,173.54,732.183,-0.0585208,0.366941,-1.31996,-280.104,113.185,838.451,0.00898484,-0.015429,-0.0132723,-146.391,144.696,815.463
1486,0,-1.74826,-1.55413,1.09362,-273.763,173.616,732.39,-0.0565515,0.366772,-1.32019,-280.125,113.128,838.572,0.00573126,-0.0101171,-0.0119751,-146.309,144.693,815.447
1487,0,-1.74563,-1.56677,1.07515,-273.367,173.611,732.387,-0.05375,0.363628,-1.31992,-280.178,113.109,838.689,0.00162963,-0.00257007,-0.00982443,-146.247,144.741,815.343
1488,0,-1.75744,-1.55433,1.09196,-273.069,173.5,732.677,-0.0509069,0.360469,-1.32032,-280.229,113.08,838.828,-0.00230678,0.00842134,-0.00798434,-146.128,144.811,815.127
1489,0,-1.79604,-1.54141,1.09616,-272.767,173.403,733.134,-0.0479123,0.356861,-1.32085,-280.302,113.05,838.968,-0.00495594,0.0195362,-0.00568861,-146.018,144.872,814.843
1490,0,-1.80499,-1.54589,1.09775,-272.37,173.184,733.25,-0.0447123,0.352593,-1.32148,-280.365,113.037,839.124,-0.00850179,0.0317319,-0.00339381,-145.867,144.919,814.481
1491,0,-1.808,-1.55316,1.09334,-271.575,172.816,733.302,-0.0412065,0.348141,-1.32212,-280.419,113.031,839.286,-0.00567937,0.0581801,0.00109572,-145.497,144.814,814.077
1492,0,-1.81248,-1.55552,1.09592,-270.91,172.493,733.4,-0.0373444,0.344277,-1.3231,-280.453,113.004,839.488,-0.00518221,0.0775121,0.00330524,-145.315,144.811,813.458
1493,0,-1.82599,-1.54365,1.08019,-270.216,172.298,733.689,-0.0327345,0.339552,-1.32355,-280.506,112.969,839.699,-0.00108734,0.101874,0.00568918,-145.116,144.8,812.643
1494,0,-1.83162,-1.55357,1.08363,-269.369,171.934,733.893,-0.0272115,0.334397,-1.32373,-280.53,112.929,839.931,0.00425882,0.130034,0.00814718,-144.931,144.843,811.531
1495,0,-1.83427,-1.55986,1.08143,-268.515,171.446,734.102,-0.0379967,0.327978,-1.32613,-280.668,112.773,840.437,0.0113128,0.165778,0.011806,-144.732,144.917,810.089
1496,0,-1.84094,-1.53661,1.07125,-267.523,170.872,734.404,-0.0302384,0.323747,-1.32618,-280.687,112.717,840.706,0.00980158,0.161941,0.00162436,-145.164,145.596,807.665
1497,0,-1.85804,-1.53478,1.06446,-266.539,170.463,734.875,-0.0222701,0.318478,-1.32684,-280.718,112.671,841.041,0.0150329,0.196664,0.00128641,-145.337,146.032,805.159
1498,0,-1.87898,-1.5307,1.04024,-265.24,170.017,735.518,-0.0143497,0.312581,-1.32732,-280.763,112.653,841.4,0.0195584,0.247447,0.00494011,-145.612,146.437,802.316
1499,0,-1.90297,-1.52767,1.03014,-264.261,169.531,735.865,-0.00694251,0.305749,-1.3283,-280.817,112.659,841.769,0.0179707,0.286452,0.000831123,-146.071,146.831,798.969
1500,0,-1.93547,-1.51779,1.03763,-263.31,169.323,735.833,-0.000393384,0.298567,-1.32933,-280.874,112.697,842.135,0.00876052,0.351447,0.0130581,-147.04,147.326,795.533
1501,0,-1.97439,-1.50848,1.00204,-262.259,169,735.876,0.00574358,0.290861,-1.33049,-280.948,112.751,842.502,0.000978078,0.41141,0.0213222,-147.992,147.628,791.958
1502,0,-2.00023,-1.51712,0.999369,-261.519,168.136,736.126,0.0108715,0.284056,-1.33169,-281.035,112.809,842.823,-0.00930691,0.458529,0.0253949,-149.273,147.898,788.336
1503,0,-2.01788,-1.51478,0.997043,-260.644,167.462,736.384,0.0182628,0.278793,-1.33202,-281.12,112.867,843.123,-0.018469,0.519036,0.0355875,-150.701,148.072,784.931
1504,0,-2.02918,-1.49763,1.0092,-259.79,166.794,736.738,0.0228745,0.273274,-1.33259,-281.175,112.906,843.337,-0.0216226,0.571211,0.0391971,-151.94,148.151,782.012
1505,0,-2.03091,-1.4888,1.0102,-258.922,166.257,736.909,0.0233135,0.269329,-1.33508,-281.185,112.905,843.428,-0.0333533,0.625356,0.0503902,-153.659,148.046,778.905
1506,0,-2.04125,-1.49957,1.01764,-258.481,165.673,737.058,0.0276238,0.266056,-1.33569,-281.236,112.937,843.51,-0.0365789,0.653536,0.0511109,-155.18,147.889,776.273
1507,0,-2.04274,-1.4835,1.01851,-258.339,165.345,737.128,0.0266122,0.263466,-1.33822,-281.216,112.902,843.457,-0.0342912,0.683665,0.0504722,-156.469,147.565,774.073
1508,0,-2.04258,-1.48531,1.01728,-258.274,165.066,737.154,0.0295986,0.261823,-1.33863,-281.244,112.895,843.444,-0.0254828,0.712463,0.0457498,-157.67,147.138,772.112
1509,0,-2.04742,-1.49013,1.02394,-258.312,164.696,737.194,0.0298001,0.26134,-1.3397,-281.219,112.856,843.37,-0.0176462,0.737277,0.0399602,-158.764,146.698,770.333
1510,0,-2.01171,-1.4836,1.04632,-258.167,163.833,737.785,0.0303117,0.26111,-1.3402,-281.19,112.788,843.3,-0.00923653,0.763599,0.036894,-159.897,146.316,768.59
1511,0,-2.01309,-1.49221,1.04276,-257.848,163.608,737.701,0.0317103,0.260923,-1.3409,-281.158,112.722,843.237,-0.00336474,0.793495,0.0363651,-161.229,146.108,766.733
1512,0,-2.02897,-1.49005,1.04786,-257.502,162.957,737.739,0.0312767,0.260608,-1.34254,-281.087,112.623,843.171,-0.00219604,0.824557,0.0395876,-162.828,146.102,764.779
1513,0,-2.06273,-1.51422,1.05893,-256.78,162.696,737.339,0.0367508,0.257272,-1.34166,-281.127,112.61,843.203,-0.00399486,0.864391,0.0474259,-164.63,146.245,762.748
1514,0,-2.07607,-1.50866,1.06046,-256.138,161.981,737.397,0.0397333,0.253588,-1.34246,-281.14,112.603,843.283,-0.0100957,0.907088,0.0581693,-166.659,146.514,760.715
1515,0,-2.09012,-1.50366,1.05924,-255.402,161.223,737.547,0.042594,0.248849,-1.34321,-281.151,112.612,843.417,-0.0214011,0.949353,0.0725852,-169.032,146.79,758.62
1516,0,-2.11908,-1.48424,1.06236,-254.717,160.307,737.768,0.0459779,0.238766,-1.35013,-281.234,112.523,843.701,-0.031476,1.00035,0.0889488,-171.557,146.979,756.57
1517,0,-2.13578,-1.47633,1.06165,-254.152,159.593,738.034,0.0475713,0.234295,-1.35137,-281.219,112.568,843.92,-0.0426138,1.04416,0.104528,-174.182,147.18,754.358
1518,0,-2.14793,-1.47156,1.06217,-253.616,158.968,738.298,0.0496465,0.23049,-1.352,-281.182,112.622,844.139,-0.0523975,1.08642,0.119664,-177.033,147.225,752.51
1519,0,-2.17642,-1.43782,1.07731,-253.583,158.14,738.765,0.051054,0.226748,-1.35273,-281.137,112.686,844.373,-0.0654292,1.13987,0.145437,-179.906,147.396,750.876
1520,0,-2.17245,-1.45767,1.06305,-252.76,157.958,738.87,0.0530014,0.224531,-1.35337,-281.061,112.716,844.582,-0.0849658,1.18009,0.175789,-182.859,147.8,749.304
1521,0,-2.18166,-1.45365,1.06585,-252.382,157.521,739.187,0.0549798,0.223128,-1.35438,-280.959,112.699,844.775,-0.0995942,1.21915,0.204201,-185.638,148.386,747.897
1522,0,-2.19098,-1.44928,1.06495,-252.079,157.132,739.445,0.0567896,0.221841,-1.35466,-280.87,112.699,844.896,-0.107611,1.25551,0.227907,-188.242,149.124,746.744
1523,0,-2.1977,-1.44655,1.06514,-251.807,156.855,739.628,0.0590449,0.221586,-1.35441,-280.81,112.686,844.98,-0.11575,1.28402,0.253279,-190.472,149.859,745.823
1524,0,-2.20598,-1.4437,1.06499,-251.615,156.678,739.793,0.0609518,0.220347,-1.35375,-280.779,112.712,845.061,-0.119558,1.31297,0.273338,-192.551,150.471,745.136
1525,0,-2.20289,-1.44269,1.06732,-251.707,156.719,739.889,0.0621009,0.218026,-1.35287,-280.767,112.793,845.153,-0.119828,1.33568,0.282249,-194.09,150.863,744.635
1526,0,-2.19547,-1.44637,1.07198,-252.143,157.02,739.765,0.0596103,0.217067,-1.35204,-280.76,112.926,845.232,-0.114062,1.3363,0.269322,-194.491,150.87,744.398
1527,0,-2.19437,-1.44919,1.07463,-252.371,157.089,739.662,0.0565321,0.217144,-1.34989,-280.784,113.18,845.245,-0.106787,1.34108,0.261534,-194.834,150.803,744.238
1528,0,-2.19444,-1.44854,1.07235,-252.545,157.175,739.575,0.0547077,0.216337,-1.34897,-280.795,113.434,845.278,-0.106549,1.34756,0.26066,-195.238,150.86,744.008
1529,0,-2.19276,-1.44644,1.07414,-252.769,157.307,739.477,0.0503629,0.21496,-1.34763,-280.778,113.607,845.249,-0.110168,1.3495,0.2566,-195.634,150.957,743.786
1530,0,-2.1906,-1.44716,1.0763,-253.011,157.467,739.357,0.0486544,0.214632,-1.34605,-280.75,113.79,845.285,-0.111597,1.35138,0.254337,-196.024,151.108,743.567
1531,0,-2.187,-1.45077,1.07979,-253.218,157.675,739.253,0.0503196,0.215395,-1.34416,-280.716,113.96,845.364,-0.110257,1.35847,0.253352,-196.308,151.283,743.38
1532,0,-2.18147,-1.4514,1.08215,-253.424,157.922,739.23,0.0497121,0.216604,-1.34267,-280.654,114.083,845.375,-0.107911,1.35738,0.251226,-196.659,151.444,743.195
1533,0,-2.17697,-1.45092,1.08226,-253.584,158.23,739.221,0.049404,0.217868,-1.3416,-280.579,114.202,845.389,-0.10057,1.36546,0.248724,-196.785,151.636,743.061
1534,0,-2.17559,-1.451,1.08419,-253.75,158.484,739.228,0.0493713,0.219331,-1.34055,-280.513,114.328,845.388,-0.0971201,1.36756,0.248661,-197.004,151.816,742.926
1535,0,-2.17251,-1.45237,1.08717,-253.863,158.698,739.225,0.0496598,0.21982,-1.33935,-280.461,114.447,845.395,-0.0949748,1.36842,0.248699,-197.198,152.037,742.837
1536,0,-2.17047,-1.45518,1.0901,-253.934,158.877,739.224,0.0500366,0.219912,-1.33844,-280.429,114.576,845.409,-0.0970018,1.36306,0.249077,-197.474,152.263,742.784
1537,0,-2.16947,-1.45734,1.0912,-253.972,159.012,739.248,0.0504171,0.219644,-1.33779,-280.407,114.723,845.441,-0.100383,1.36407,0.24758,-197.532,152.504,742.872
1538,0,-2.16827,-1.45919,1.09394,-253.969,159.11,739.294,0.0475279,0.224791,-1.3287,-280.208,114.927,845.328,-0.100135,1.36444,0.246893,-197.576,152.611,742.915
1539,0,-2.1679,-1.46152,1.09595,-253.946,159.17,739.356,0.0490068,0.223452,-1.33137,-280.302,115.169,845.475,-0.0994644,1.36457,0.245788,-197.595,152.651,742.972
1540,0,-2.16872,-1.46095,1.09775,-253.927,159.217,739.421,0.0463852,0.222542,-1.32852,-280.171,115.23,845.505,-0.0995102,1.3651,0.244565,-197.613,152.665,743.016
1541,0,-2.17062,-1.4607,1.09853,-253.915,159.251,739.469,0.045868,0.221688,-1.32857,-280.16,115.365,845.582,-0.0997381,1.36566,0.243279,-197.64,152.694,743.053
1542,0,-2.16943,-1.46306,1.1007,-253.895,159.305,739.525,0.0456271,0.220708,-1.32822,-280.145,115.477,845.658,-0.100193,1.36628,0.242599,-197.666,152.748,743.107
1543,0,-2.16965,-1.46366,1.10199,-253.887,159.35,739.586,0.0474758,0.219665,-1.33067,-280.239,115.668,845.795,-0.100802,1.36679,0.242286,-197.675,152.849,743.181
1544,0,-2.16845,-1.46558,1.1013,-253.84,159.441,739.656,0.0476588,0.219547,-1.33041,-280.22,115.73,845.844,-0.100608,1.36696,0.242437,-197.658,152.961,743.251
1545,0,-2.1684,-1.46579,1.10268,-253.842,159.515,739.728,0.0478973,0.219501,-1.33036,-280.197,115.767,845.89,-0.0996351,1.3673,0.242088,-197.651,153.043,743.314
1546,0,-2.16742,-1.46645,1.10193,-253.848,159.599,739.767,0.0480583,0.219876,-1.33023,-280.183,115.787,845.923,-0.0981958,1.36816,0.241445,-197.655,153.092,743.333
1547,0,-2.16666,-1.46658,1.10049,-253.852,159.682,739.785,0.047793,0.220165,-1.33007,-280.162,115.806,845.952,-0.0973516,1.36922,0.240682,-197.672,153.137,743.326
1548,0,-2.16729,-1.4661,1.10009,-253.878,159.753,739.767,0.0473504,0.220462,-1.33001,-280.14,115.822,845.955,-0.0969203,1.37028,0.239754,-197.698,153.145,743.268
1549,0,-2.16637,-1.46522,1.09831,-253.914,159.798,739.728,0.04633,0.221053,-1.33022,-280.13,115.811,845.946,-0.0955587,1.37198,0.23834,-197.732,153.103,743.166
1550,0,-2.1672,-1.46152,1.09857,-253.988,159.838,739.657,0.0434091,0.222517,-1.32793,-280.002,115.688,845.837,-0.0941007,1.3738,0.236668,-197.771,153.061,743.01
1551,0,-2.16635,-1.46047,1.09699,-254.032,159.892,739.528,0.0424755,0.223941,-1.32795,-279.983,115.626,845.762,-0.0924087,1.37588,0.235288,-197.807,152.981,742.83
1552,0,-2.16632,-1.45862,1.09421,-254.079,159.939,739.405,0.0413923,0.225673,-1.32819,-279.956,115.527,845.658,-0.0889281,1.3833,0.233851,-197.666,152.931,742.678
1553,0,-2.16797,-1.45409,1.09124,-254.081,160.024,739.236,0.0421965,0.226854,-1.3314,-280.043,115.483,845.581,-0.0887162,1.37973,0.233668,-197.756,152.858,742.455
1554,0,-2.17021,-1.45067,1.08584,-254.055,160.13,739.076,0.0412571,0.229943,-1.32915,-279.915,115.204,845.314,-0.0844209,1.3853,0.233858,-197.52,152.822,742.303
1555,0,-2.1715,-1.44637,1.07974,-253.985,160.239,738.92,0.0431425,0.232559,-1.33264,-280.012,115.082,845.166,-0.0810284,1.37949,0.236218,-197.51,152.702,742.031
1556,0,-2.17265,-1.44067,1.07435,-253.939,160.294,738.799,0.0439334,0.236091,-1.3334,-280.007,114.835,844.931,-0.0788628,1.37883,0.237037,-197.302,152.613,741.898
1557,0,-2.17491,-1.43661,1.0678,-253.838,160.347,738.636,0.0432082,0.23953,-1.33125,-279.895,114.495,844.607,-0.076528,1.37923,0.238547,-197.038,152.463,741.744
1558,0,-2.20247,-1.409,1.08486,-254.23,159.988,738.776,0.0432404,0.242466,-1.33238,-279.878,114.262,844.346,-0.0748819,1.37839,0.240238,-196.707,152.246,741.583
1559,0,-2.18041,-1.42644,1.0543,-253.609,160.328,738.22,0.0424801,0.246023,-1.33398,-279.843,114.022,844.091,-0.0743345,1.37654,0.242779,-196.357,151.991,741.391
1560,0,-2.18255,-1.42018,1.04515,-253.515,160.294,737.948,0.0423588,0.248006,-1.33854,-279.932,113.908,843.906,-0.0753574,1.37361,0.244943,-195.938,151.671,741.185
1561,0,-2.18194,-1.42563,1.04368,-253.557,160.409,737.697,0.040582,0.249646,-1.33894,-279.903,113.717,843.635,-0.0782166,1.36728,0.242113,-195.403,151.26,740.962
1562,0,-2.17421,-1.43444,1.04662,-253.868,160.765,737.408,0.0386032,0.251125,-1.33941,-279.89,113.517,843.346,-0.0836357,1.35365,0.236765,-194.662,150.806,740.824
1563,0,-2.16519,-1.43342,1.0436,-254.304,161.245,737.042,0.0354305,0.252373,-1.33952,-279.87,113.311,842.999,-0.086007,1.33706,0.230246,-193.668,150.401,740.842
1564,0,-2.15526,-1.43086,1.03842,-254.73,161.707,736.659,0.0334069,0.254532,-1.33896,-279.896,113.137,842.696,-0.0854457,1.32065,0.221918,-192.304,150.027,740.998
1565,0,-2.1605,-1.4138,1.04898,-255.456,161.778,736.429,0.0307307,0.256506,-1.33828,-279.927,113.002,842.389,-0.0837567,1.29984,0.21222,-190.774,149.749,741.263
1566,0,-2.15645,-1.41419,1.04918,-255.858,161.93,736.03,0.0283228,0.259126,-1.33755,-279.96,112.882,842.114,-0.0803065,1.27653,0.201215,-189.078,149.494,741.68
1567,0,-2.1552,-1.42859,1.00324,-255.596,162.741,735.059,0.0255427,0.261926,-1.33711,-279.977,112.793,841.874,-0.0786441,1.25093,0.191226,-187.301,149.26,742.191
1568,0,-2.15247,-1.42352,1.0058,-255.916,162.763,734.753,0.0224726,0.264337,-1.33686,-279.979,112.733,841.666,-0.0775292,1.22503,0.181777,-185.461,148.983,742.786
1569,0,-2.14292,-1.41912,1.00749,-256.204,162.811,734.454,0.0178593,0.267307,-1.33695,-279.99,112.696,841.496,-0.0763613,1.19322,0.171317,-183.531,148.714,743.52
1570,0,-2.1305,-1.43302,1.00619,-256.74,162.983,734.033,0.0136245,0.269577,-1.33682,-279.992,112.669,841.329,-0.0776882,1.15749,0.1618,-181.349,148.429,744.453
1571,0,-2.12142,-1.43271,1.00833,-257.148,163.152,733.684,0.00997878,0.271382,-1.33611,-279.984,112.655,841.166,-0.0806767,1.11863,0.152091,-178.957,148.165,745.705
1572,0,-2.10822,-1.42269,1.00109,-257.461,163.581,733.17,0.00666793,0.272574,-1.33516,-279.997,112.628,840.985,-0.0840727,1.07435,0.143552,-176.299,147.966,747.306
1573,0,-2.10932,-1.43614,1.01148,-258.067,163.691,732.923,0.00366489,0.273612,-1.33388,-280.027,112.598,840.771,-0.0851494,1.02394,0.135088,-173.38,147.891,749.335
1574,0,-2.10321,-1.43821,1.01173,-258.505,163.973,732.59,0.000330391,0.274893,-1.33251,-280.061,112.58,840.556,-0.0801363,0.984783,0.128499,-170.19,147.935,751.747
1575,0,-2.09173,-1.43282,1.00468,-258.802,164.456,732.312,-0.00271888,0.276333,-1.33056,-280.086,112.564,840.337,-0.0796211,0.913888,0.11817,-167.035,148.025,754.675
1576,0,-2.08183,-1.43626,1.01058,-259.514,164.822,732.042,-0.00725465,0.278281,-1.32901,-280.092,112.558,840.143,-0.0757642,0.853615,0.106851,-163.922,148.135,757.814
1577,0,-2.06008,-1.42728,1.00483,-260.084,165.541,731.667,-0.0119693,0.282276,-1.32794,-280.054,112.549,839.957,-0.0692963,0.797891,0.0956773,-160.865,148.242,761.178
1578,0,-2.04937,-1.44381,1.02042,-261.072,165.925,731.503,-0.0170597,0.288214,-1.32721,-279.991,112.534,839.786,-0.065102,0.735127,0.0858253,-158.073,148.299,764.695
1579,0,-2.0361,-1.45502,1.02559,-262.48,166.433,731.025,-0.0234933,0.295988,-1.32685,-279.887,112.537,839.621,-0.0591512,0.66902,0.0751439,-155.422,148.275,768.422
1580,0,-2.02683,-1.47522,1.04787,-263.921,166.739,730.891,-0.0304274,0.303993,-1.32684,-279.773,112.575,839.449,-0.0500161,0.606607,0.0621339,-152.889,148.095,772.436
1581,0,-1.99615,-1.44287,1.01796,-264.446,168.206,730.689,-0.0376047,0.311691,-1.32569,-279.657,112.67,839.266,-0.0412812,0.525359,0.0428882,-150.838,147.851,776.56
1582,0,-1.97327,-1.46445,1.0438,-265.863,168.627,730.464,-0.040864,0.318572,-1.32463,-279.532,112.845,838.994,-0.0273129,0.443918,0.0245681,-149.025,147.438,780.814
1583,0,-1.94788,-1.46676,1.04833,-266.764,169.601,730.339,-0.0473621,0.324023,-1.32307,-279.433,112.956,838.804,-0.0152499,0.374635,0.0111224,-147.668,146.946,785.076
1584,0,-1.91886,-1.45719,1.05647,-267.612,170.611,730.356,-0.0522093,0.328976,-1.3223,-279.351,113.034,838.633,-0.00597541,0.299213,-0.00478151,-146.739,146.517,789.197
1585,0,-1.8535,-1.50159,1.11102,-269.009,169.449,731.047,-0.0519562,0.334983,-1.31835,-279.215,113.051,838.416,0.00719459,0.251949,-0.0088292,-145.867,145.943,793.271
1586,0,-1.83916,-1.51015,1.11707,-269.577,170.117,731.067,-0.0555473,0.340591,-1.3182,-279.152,113.096,838.305,0.0193577,0.202122,-0.0170422,-145.183,145.33,797.068
1587,0,-1.83307,-1.51131,1.11579,-270.226,170.887,731.24,-0.0591335,0.345788,-1.3185,-279.088,113.139,838.218,0.0259412,0.161089,-0.0205336,-144.799,144.761,800.49
1588,0,-1.84106,-1.48786,1.1168,-271.049,171.887,730.977,-0.0634041,0.350449,-1.31907,-279.018,113.178,838.195,0.0355056,0.153765,-0.0124366,-144.227,143.956,803.916
1589,0,-1.82793,-1.49047,1.13573,-271.763,172.127,730.998,-0.0677316,0.354126,-1.31913,-278.955,113.25,838.209,0.032093,0.103861,-0.0202587,-144.32,143.727,806.35
1590,0,-1.81892,-1.4971,1.14062,-272.417,172.445,731.052,-0.0712205,0.356106,-1.31916,-278.902,113.33,838.243,0.0245762,0.0518704,-0.0283416,-144.704,143.727,808.342
1591,0,-1.79935,-1.53525,1.11919,-272.447,172.824,731.761,-0.0737269,0.356662,-1.31813,-278.86,113.398,838.279,0.0207752,0.0208167,-0.0315693,-144.842,143.639,810.097
1592,0,-1.79334,-1.54051,1.11709,-272.631,173.189,731.895,-0.0738999,0.357466,-1.31728,-278.845,113.413,838.29,0.0191228,-0.00350668,-0.0335102,-144.95,143.622,811.552
1593,0,-1.79117,-1.53998,1.10938,-272.683,173.63,732.094,-0.0726705,0.358786,-1.31683,-278.847,113.35,838.277,0.0211861,-0.0225867,-0.0348753,-145.085,143.6,812.849
1594,0,-1.78343,-1.52359,1.05828,-272.351,173.006,732.264,-0.0707179,0.360409,-1.31597,-278.861,113.29,838.222,0.0267809,-0.0412546,-0.0367152,-145.179,143.527,814.171
1595,0,-1.77575,-1.53166,1.05542,-272.436,173.306,732.376,-0.0694872,0.361556,-1.31553,-278.885,113.257,838.191,0.033281,-0.0609702,-0.0389738,-145.343,143.399,815.556
1596,0,-1.77111,-1.54084,1.05622,-272.421,173.46,732.372,-0.0692315,0.361654,-1.31528,-278.914,113.268,838.163,0.0371187,-0.0806049,-0.0406296,-145.543,143.28,816.95
1597,0,-1.80187,-1.56031,1.09648,-271.949,172.699,731.622,-0.0700388,0.360893,-1.31528,-278.946,113.314,838.157,0.0352827,-0.0997959,-0.0425834,-145.72,143.214,818.181
1598,0,-1.79721,-1.56768,1.09676,-272.072,172.772,731.635,-0.0714668,0.360285,-1.31528,-278.976,113.373,838.178,0.0309636,-0.116536,-0.0430054,-145.917,143.241,819.212
1599,0,-1.79189,-1.56962,1.09604,-272.173,172.896,731.681,-0.0728335,0.359856,-1.31552,-278.996,113.42,838.215,0.0268879,-0.129029,-0.0423288,-146.131,143.319,820.024
1600,0,-1.79544,-1.5579,1.06951,-271.962,172.568,731.985,-0.0740577,0.359714,-1.31552,-279.004,113.469,838.257,0.02358,-0.138358,-0.0423638,-146.255,143.383,820.562
1601,0,-1.7937,-1.55876,1.0679,-272.015,172.677,732.063,-0.0745348,0.359738,-1.31541,-278.992,113.509,838.284,0.0231605,-0.14496,-0.0429199,-146.31,143.437,820.956
1602,0,-1.79093,-1.56047,1.06556,-272.028,172.83,732.166,-0.0735425,0.357665,-1.31592,-278.974,113.491,838.354,0.0267555,-0.146748,-0.0420231,-146.366,143.515,821.34
1603,0,-1.79092,-1.56032,1.06229,-271.943,172.911,732.247,-0.0725549,0.358436,-1.31574,-278.964,113.484,838.367,0.0270739,-0.148458,-0.0415701,-146.385,143.566,821.551
1604,0,-1.79028,-1.56128,1.06021,-271.885,173.015,732.301,-0.0719272,0.358412,-1.31546,-278.965,113.489,838.388,0.0272918,-0.149092,-0.0407633,-146.378,143.628,821.716
1605,0,-1.78957,-1.56361,1.05699,-271.826,173.081,732.372,-0.0711927,0.357601,-1.31502,-278.953,113.506,838.43,0.0262027,-0.14889,-0.0401091,-146.358,143.682,821.872
1606,0,-1.79033,-1.56594,1.05543,-271.734,173.074,732.403,-0.0710854,0.356416,-1.31502,-278.955,113.523,838.458,0.0248987,-0.147571,-0.0395294,-146.333,143.716,821.949
1607,0,-1.79124,-1.56745,1.05355,-271.656,173.086,732.419,-0.0706049,0.354965,-1.31533,-278.961,113.548,838.486,0.0234941,-0.145615,-0.0391662,-146.28,143.711,821.954
1608,0,-1.77301,-1.57114,1.04127,-271.875,173.541,732.729,-0.0701533,0.353197,-1.31533,-278.966,113.567,838.53,0.0224045,-0.141848,-0.0390459,-146.186,143.656,821.873
1609,0,-1.7925,-1.57044,1.05136,-271.416,173.105,732.502,-0.0692196,0.35147,-1.3158,-278.973,113.558,838.584,0.0220259,-0.136433,-0.03884,-146.073,143.574,821.716
1610,0,-1.79423,-1.57077,1.04962,-271.283,173.1,732.576,-0.0680098,0.353441,-1.31526,-278.949,113.521,838.584,0.0197089,-0.130895,-0.03988,-145.872,143.475,821.323
1611,0,-1.79821,-1.56975,1.04604,-271.022,173.041,732.649,-0.065541,0.351952,-1.31529,-278.932,113.469,838.645,0.019683,-0.120897,-0.0392238,-145.697,143.429,820.835
1612,0,-1.78757,-1.56883,1.02699,-270.952,173.351,733.043,-0.0624818,0.350047,-1.31551,-278.913,113.408,838.743,0.018717,-0.108018,-0.0376624,-145.504,143.46,820.217
